starttime,Survey start time,,,,
2760,2760,F1.0,Checked: 2,Unchecked: 0,Another member of my household suffers from this ailment
2761,2761,F1.0,Checked: 3,Unchecked: 0,I am a care-giver to someone with this ailment
2762,2762,F1.0,Checked: 4,Unchecked: 0,N/A
,,,,,
Qotherinfectious,{Other Infectious Disease} Infectious diseases,,,,
2763,2763,F1.0,Checked: 1,Unchecked: 0,I suffer from this ailment
2764,2764,F1.0,Checked: 2,Unchecked: 0,Another member of my household suffers from this ailment
2765,2765,F1.0,Checked: 3,Unchecked: 0,I am a care-giver to someone with this ailment
2766,2766,F1.0,Checked: 4,Unchecked: 0,N/A
,,,,,
Qincont,{Incontinence} Kidney or Bladder Problems,,,,
2767,2767,F1.0,Checked: 1,Unchecked: 0,I have been diagnosed with this ailment
2768,2768,F1.0,Checked: 2,Unchecked: 0,Another member of my household suffers from this ailment
2769,2769,F1.0,Checked: 3,Unchecked: 0,I am a care-giver to someone with this ailment
2770,2770,F1.0,Checked: 4,Unchecked: 0,N/A
,,,,,
Qrenal,{Kidney Disease/Renal Failure} Kidney or Bladder Problems,,,,
2771,2771,F1.0,Checked: 1,Unchecked: 0,I have been diagnosed with this ailment
2772,2772,F1.0,Checked: 2,Unchecked: 0,Another member of my household suffers from this ailment
2773,2773,F1.0,Checked: 3,Unchecked: 0,I am a care-giver to someone with this ailment
2774,2774,F1.0,Checked: 4,Unchecked: 0,N/A
,,,,,
Qoveractive,{Overactive Bladder/Urge Incontinence} Kidney or Bladder Problems,,,,
2775,2775,F1.0,Checked: 1,Unchecked: 0,I have been diagnosed with this ailment
2776,2776,F1.0,Checked: 2,Unchecked: 0,Another member of my household suffers from this ailment
2777,2777,F1.0,Checked: 3,Unchecked: 0,I am a care-giver to someone with this ailment
2778,2778,F1.0,Checked: 4,Unchecked: 0,N/A
,,,,,
Quti,{Urinary Tract Infections} Kidney or Bladder Problems,,,,
2779,2779,F1.0,Checked: 1,Unchecked: 0,I have been diagnosed with this ailment
2780,2780,F1.0,Checked: 2,Unchecked: 0,Another member of my household suffers from this ailment
2781,2781,F1.0,Checked: 3,Unchecked: 0,I am a care-giver to someone with this ailment
2782,2782,F1.0,Checked: 4,Unchecked: 0,N/A
,,,,,
Qotherkidney,{Other Kidney or Bladder Problem} Kidney or Bladder Problems,,,,
2783,2783,F1.0,Checked: 1,Unchecked: 0,I have been diagnosed with this ailment
2784,2784,F1.0,Checked: 2,Unchecked: 0,Another member of my household suffers from this ailment
2785,2785,F1.0,Checked: 3,Unchecked: 0,I am a care-giver to someone with this ailment
2786,2786,F1.0,Checked: 4,Unchecked: 0,N/A
,,,,,
Qbph,{Benign Prostatic Hyperplasia (BPH)} Men's Health Conditions,,,,
2787,2787,F1.0,Checked: 1,Unchecked: 0,I have been diagnosed with this ailment
2788,2788,F1.0,Checked: 2,Unchecked: 0,Another member of my household suffers from this ailment
2789,2789,F1.0,Checked: 3,Unchecked: 0,I am a care-giver to someone with this ailment
2790,2790,F1.0,Checked: 4,Unchecked: 0,N/A
,,,,,
Qed,{Erectile dysfunction} Men's Health Conditions,,,,
2791,2791,F1.0,Checked: 1,Unchecked: 0,I have been diagnosed with this ailment
2792,2792,F1.0,Checked: 2,Unchecked: 0,Another member of my household suffers from this ailment
2793,2793,F1.0,Checked: 3,Unchecked: 0,I am a care-giver to someone with this ailment
2794,2794,F1.0,Checked: 4,Unchecked: 0,N/A
,,,,,
Qothermens,{Other Men's Health Condition} Men's Health Conditions,,,,
2795,2795,F1.0,Checked: 1,Unchecked: 0,I have been diagnosed with this ailment
2796,2796,F1.0,Checked: 2,Unchecked: 0,Another member of my household suffers from this ailment
2797,2797,F1.0,Checked: 3,Unchecked: 0,I am a care-giver to someone with this ailment
2798,2798,F1.0,Checked: 4,Unchecked: 0,N/A
,,,,,
Qadd,{ADD/ADHD} Neurological or Mental Health Conditions,,,,
2799,2799,F1.0,Checked: 1,Unchecked: 0,I have been diagnosed with this ailment
2800,2800,F1.0,Checked: 2,Unchecked: 0,Another member of my household suffers from this ailment
2801,2801,F1.0,Checked: 3,Unchecked: 0,I am a caregiver to someone with this ailment
2802,2802,F1.0,Checked: 4,Unchecked: 0,N/A
,,,,,
Qalzheimer,{Alzheimer/Dementia} Neurological or Mental Health Conditions,,,,
2803,2803,F1.0,Checked: 1,Unchecked: 0,I have been diagnosed with this ailment
2804,2804,F1.0,Checked: 2,Unchecked: 0,Another member of my household suffers from this ailment
2805,2805,F1.0,Checked: 3,Unchecked: 0,I am a caregiver to someone with this ailment
2806,2806,F1.0,Checked: 4,Unchecked: 0,N/A
,,,,,
Qanxiety,{Anxiety} Neurological or Mental Health Conditions,,,,
2807,2807,F1.0,Checked: 1,Unchecked: 0,I have been diagnosed with this ailment
2808,2808,F1.0,Checked: 2,Unchecked: 0,Another member of my household suffers from this ailment
2809,2809,F1.0,Checked: 3,Unchecked: 0,I am a caregiver to someone with this ailment
2810,2810,F1.0,Checked: 4,Unchecked: 0,N/A
,,,,,
Qbipolar,{Bipolar Disorder} Neurological or Mental Health Conditions,,,,
2811,2811,F1.0,Checked: 1,Unchecked: 0,I have been diagnosed with this ailment
2812,2812,F1.0,Checked: 2,Unchecked: 0,Another member of my household suffers from this ailment
2813,2813,F1.0,Checked: 3,Unchecked: 0,I am a caregiver to someone with this ailment
2814,2814,F1.0,Checked: 4,Unchecked: 0,N/A
,,,,,
Q111,{Depression} Neurological or Mental Health Conditions,,,,
2815,2815,F1.0,Checked: 1,Unchecked: 0,I have been diagnosed with this ailment
2816,2816,F1.0,Checked: 2,Unchecked: 0,Another member of my household suffers from this ailment
2817,2817,F1.0,Checked: 3,Unchecked: 0,I am a caregiver to someone with this ailment
2818,2818,F1.0,Checked: 4,Unchecked: 0,N/A
,,,,,
Qepilepsy,{Epilepsy} Neurological or Mental Health Conditions,,,,
2819,2819,F1.0,Checked: 1,Unchecked: 0,I have been diagnosed with this ailment
2820,2820,F1.0,Checked: 2,Unchecked: 0,Another member of my household suffers from this ailment
2821,2821,F1.0,Checked: 3,Unchecked: 0,I am a caregiver to someone with this ailment
2822,2822,F1.0,Checked: 4,Unchecked: 0,N/A
,,,,,
Qms,{Multiple Sclerosis} Neurological or Mental Health Conditions,,,,
2823,2823,F1.0,Checked: 1,Unchecked: 0,I have been diagnosed with this ailment
2824,2824,F1.0,Checked: 2,Unchecked: 0,Another member of my household suffers from this ailment
2825,2825,F1.0,Checked: 3,Unchecked: 0,I am a caregiver to someone with this ailment
2826,2826,F1.0,Checked: 4,Unchecked: 0,N/A
,,,,,
Qparkinsons,{Parkinson's Disease} Neurological or Mental Health Conditions,,,,
2827,2827,F1.0,Checked: 1,Unchecked: 0,I have been diagnosed with this ailment
2828,2828,F1.0,Checked: 2,Unchecked: 0,Another member of my household suffers from this ailment
2829,2829,F1.0,Checked: 3,Unchecked: 0,I am a caregiver to someone with this ailment
2830,2830,F1.0,Checked: 4,Unchecked: 0,N/A
,,,,,
Qschiz,{Schizophrenia} Neurological or Mental Health Conditions,,,,
2831,2831,F1.0,Checked: 1,Unchecked: 0,I have been diagnosed with this ailment
2832,2832,F1.0,Checked: 2,Unchecked: 0,Another member of my household suffers from this ailment
2833,2833,F1.0,Checked: 3,Unchecked: 0,I am a caregiver to someone with this ailment
2834,2834,F1.0,Checked: 4,Unchecked: 0,N/A
,,,,,
Qotherneuro,{Other Neurological or Mental Health Condition} Neurological or Mental Health Conditions,,,,
2835,2835,F1.0,Checked: 1,Unchecked: 0,I have been diagnosed with this ailment
2836,2836,F1.0,Checked: 2,Unchecked: 0,Another member of my household suffers from this ailment
2837,2837,F1.0,Checked: 3,Unchecked: 0,I am a caregiver to someone with this ailment
2838,2838,F1.0,Checked: 4,Unchecked: 0,N/A
,,,,,
Qacne,{Acne} Skin Conditions,,,,
2839,2839,F1.0,Checked: 1,Unchecked: 0,I have been diagnosed with this ailment
2840,2840,F1.0,Checked: 2,Unchecked: 0,Another member of my household suffers from this ailment
2841,2841,F1.0,Checked: 3,Unchecked: 0,I am a care-giver to someone with this ailment
2842,2842,F1.0,Checked: 4,Unchecked: 0,N/A
,,,,,
Qdry,{Dry Skin} Skin Conditions,,,,
2843,2843,F1.0,Checked: 1,Unchecked: 0,I have been diagnosed with this ailment
2844,2844,F1.0,Checked: 2,Unchecked: 0,Another member of my household suffers from this ailment
2845,2845,F1.0,Checked: 3,Unchecked: 0,I am a care-giver to someone with this ailment
2846,2846,F1.0,Checked: 4,Unchecked: 0,N/A
,,,,,
Qexzema,{Eczema} Skin Conditions,,,,
2847,2847,F1.0,Checked: 1,Unchecked: 0,I have been diagnosed with this ailment
2848,2848,F1.0,Checked: 2,Unchecked: 0,Another member of my household suffers from this ailment
2849,2849,F1.0,Checked: 3,Unchecked: 0,I am a care-giver to someone with this ailment
2850,2850,F1.0,Checked: 4,Unchecked: 0,N/A
,,,,,
Qotherskin,{Other Skin Condition} Skin Conditions,,,,
2851,2851,F1.0,Checked: 1,Unchecked: 0,I have been diagnosed with this ailment
2852,2852,F1.0,Checked: 2,Unchecked: 0,Another member of my household suffers from this ailment
2853,2853,F1.0,Checked: 3,Unchecked: 0,I am a care-giver to someone with this ailment
2854,2854,F1.0,Checked: 4,Unchecked: 0,N/A
,,,,,
Qpsoriasis,{Psoriasis} Skin Conditions,,,,
2855,2855,F1.0,Checked: 1,Unchecked: 0,I have been diagnosed with this ailment
2856,2856,F1.0,Checked: 2,Unchecked: 0,Another member of my household suffers from this ailment
2857,2857,F1.0,Checked: 3,Unchecked: 0,I am a care-giver to someone with this ailment
2858,2858,F1.0,Checked: 4,Unchecked: 0,N/A
,,,,,
Qrosacea,{Rosacea} Skin Conditions,,,,
2859,2859,F1.0,Checked: 1,Unchecked: 0,I have been diagnosed with this ailment
2860,2860,F1.0,Checked: 2,Unchecked: 0,Another member of my household suffers from this ailment
2861,2861,F1.0,Checked: 3,Unchecked: 0,I am a care-giver to someone with this ailment
2862,2862,F1.0,Checked: 4,Unchecked: 0,N/A
,,,,,
Qshingles,{Shingles} Skin Conditions,,,,
2863,2863,F1.0,Checked: 1,Unchecked: 0,I have been diagnosed with this ailment
2864,2864,F1.0,Checked: 2,Unchecked: 0,Another member of my household suffers from this ailment
2865,2865,F1.0,Checked: 3,Unchecked: 0,I am a care-giver to someone with this ailment
2866,2866,F1.0,Checked: 4,Unchecked: 0,N/A
,,,,,
Qinsomnia,{Insomnia} Sleep Disorders,,,,
2867,2867,F1.0,Checked: 1,Unchecked: 0,I have been diagnosed with this ailment
2868,2868,F1.0,Checked: 2,Unchecked: 0,Another member of my household suffers from this ailment
2869,2869,F1.0,Checked: 3,Unchecked: 0,I am a care-giver to someone with this ailment
2870,2870,F1.0,Checked: 4,Unchecked: 0,N/A
,,,,,
Qnarcolepsy,{Narcolepsy} Sleep Disorders,,,,
2871,2871,F1.0,Checked: 1,Unchecked: 0,I have been diagnosed with this ailment
2872,2872,F1.0,Checked: 2,Unchecked: 0,Another member of my household suffers from this ailment
2873,2873,F1.0,Checked: 3,Unchecked: 0,I am a care-giver to someone with this ailment
2874,2874,F1.0,Checked: 4,Unchecked: 0,N/A
,,,,,
Qapnea,{Sleep Apnea} Sleep Disorders,,,,
2875,2875,F1.0,Checked: 1,Unchecked: 0,I have been diagnosed with this ailment
2876,2876,F1.0,Checked: 2,Unchecked: 0,Another member of my household suffers from this ailment
2877,2877,F1.0,Checked: 3,Unchecked: 0,I am a care-giver to someone with this ailment
2878,2878,F1.0,Checked: 4,Unchecked: 0,N/A
,,,,,
Qothersleep,{Other Sleep Disorder} Sleep Disorders,,,,
2879,2879,F1.0,Checked: 1,Unchecked: 0,I have been diagnosed with this ailment
2880,2880,F1.0,Checked: 2,Unchecked: 0,Another member of my household suffers from this ailment
2881,2881,F1.0,Checked: 3,Unchecked: 0,I am a care-giver to someone with this ailment
2882,2882,F1.0,Checked: 4,Unchecked: 0,N/A
,,,,,
Qconstipation,"{Constipation} Stomach, Bowel, Digestion",,,,
2883,2883,F1.0,Checked: 1,Unchecked: 0,I have been diagnosed with this ailment
2884,2884,F1.0,Checked: 2,Unchecked: 0,Another member of my household suffers from this ailment
2885,2885,F1.0,Checked: 3,Unchecked: 0,I am a care-giver to someone with this ailment
2886,2886,F1.0,Checked: 4,Unchecked: 0,N/A
,,,,,
Qcrohns,"{Crohn's Disease} Stomach, Bowel, Digestion",,,,
2887,2887,F1.0,Checked: 1,Unchecked: 0,I have been diagnosed with this ailment
2888,2888,F1.0,Checked: 2,Unchecked: 0,Another member of my household suffers from this ailment
2889,2889,F1.0,Checked: 3,Unchecked: 0,I am a care-giver to someone with this ailment
2890,2890,F1.0,Checked: 4,Unchecked: 0,N/A
,,,,,
Qdigestion,"{Digestion problems / stomach aches} Stomach, Bowel, Digestion",,,,
2891,2891,F1.0,Checked: 1,Unchecked: 0,I have been diagnosed with this ailment
2892,2892,F1.0,Checked: 2,Unchecked: 0,Another member of my household suffers from this ailment
2893,2893,F1.0,Checked: 3,Unchecked: 0,I am a care-giver to someone with this ailment
2894,2894,F1.0,Checked: 4,Unchecked: 0,N/A
,,,,,
Qgerd,"{GERD/Acid Reflux} Stomach, Bowel, Digestion",,,,
2895,2895,F1.0,Checked: 1,Unchecked: 0,I have been diagnosed with this ailment
2896,2896,F1.0,Checked: 2,Unchecked: 0,Another member of my household suffers from this ailment
2897,2897,F1.0,Checked: 3,Unchecked: 0,I am a care-giver to someone with this ailment
2898,2898,F1.0,Checked: 4,Unchecked: 0,N/A
,,,,,
Qheartburn,"{Heartburn} Stomach, Bowel, Digestion",,,,
2899,2899,F1.0,Checked: 1,Unchecked: 0,I have been diagnosed with this ailment
2900,2900,F1.0,Checked: 2,Unchecked: 0,Another member of my household suffers from this ailment
2901,2901,F1.0,Checked: 3,Unchecked: 0,I am a care-giver to someone with this ailment
2902,2902,F1.0,Checked: 4,Unchecked: 0,N/A
,,,,,
QIBS,"{Irritable Bowel Syndrome (IBS)} Stomach, Bowel, Digestion",,,,
2903,2903,F1.0,Checked: 1,Unchecked: 0,I have been diagnosed with this ailment
2904,2904,F1.0,Checked: 2,Unchecked: 0,Another member of my household suffers from this ailment
2905,2905,F1.0,Checked: 3,Unchecked: 0,I am a care-giver to someone with this ailment
2906,2906,F1.0,Checked: 4,Unchecked: 0,N/A
,,,,,
Qulcers,"{Ulcers} Stomach, Bowel, Digestion",,,,
2907,2907,F1.0,Checked: 1,Unchecked: 0,I have been diagnosed with this ailment
2908,2908,F1.0,Checked: 2,Unchecked: 0,Another member of my household suffers from this ailment
2909,2909,F1.0,Checked: 3,Unchecked: 0,I am a care-giver to someone with this ailment
2910,2910,F1.0,Checked: 4,Unchecked: 0,N/A
,,,,,
Qotherbowel,"{Other Stomach, Bowel, or Digestion Problem} Stomach, Bowel, Digestion",,,,
2911,2911,F1.0,Checked: 1,Unchecked: 0,I have been diagnosed with this ailment
2912,2912,F1.0,Checked: 2,Unchecked: 0,Another member of my household suffers from this ailment
2913,2913,F1.0,Checked: 3,Unchecked: 0,I am a care-giver to someone with this ailment
2914,2914,F1.0,Checked: 4,Unchecked: 0,N/A
,,,,,
Qendometriosis,{Endometriosis} Women's Health,,,,
2915,2915,F1.0,Checked: 1,Unchecked: 0,I have been diagnosed with this ailment
2916,2916,F1.0,Checked: 2,Unchecked: 0,Another member of my household suffers from this ailment
2917,2917,F1.0,Checked: 3,Unchecked: 0,I am a caregiver to someone with this ailment
2918,2918,F1.0,Checked: 4,Unchecked: 0,N/A
,,,,,
Qheavyperiod,{Heavy Periods} Women's Health,,,,
2919,2919,F1.0,Checked: 1,Unchecked: 0,I have been diagnosed with this ailment
2920,2920,F1.0,Checked: 2,Unchecked: 0,Another member of my household suffers from this ailment
2921,2921,F1.0,Checked: 3,Unchecked: 0,I am a caregiver to someone with this ailment
2922,2922,F1.0,Checked: 4,Unchecked: 0,N/A
,,,,,
Qmenopause,{Menopause} Women's Health,,,,
2923,2923,F1.0,Checked: 1,Unchecked: 0,I have been diagnosed with this ailment
2924,2924,F1.0,Checked: 2,Unchecked: 0,Another member of my household suffers from this ailment
2925,2925,F1.0,Checked: 3,Unchecked: 0,I am a caregiver to someone with this ailment
2926,2926,F1.0,Checked: 4,Unchecked: 0,N/A
,,,,,
Qotherwomens,{Other Women's Health Issue} Women's Health,,,,
2927,2927,F1.0,Checked: 1,Unchecked: 0,I have been diagnosed with this ailment
2928,2928,F1.0,Checked: 2,Unchecked: 0,Another member of my household suffers from this ailment
2929,2929,F1.0,Checked: 3,Unchecked: 0,I am a caregiver to someone with this ailment
2930,2930,F1.0,Checked: 4,Unchecked: 0,N/A
,,,,,
Qbald,{Baldness} Other Ailments/Conditions,,,,
2931,2931,F1.0,Checked: 1,Unchecked: 0,I suffer from this
2932,2932,F1.0,Checked: 2,Unchecked: 0,Another member of my household suffers from this
2933,2933,F1.0,Checked: 3,Unchecked: 0,I am a caregiver to someone with this
2934,2934,F1.0,Checked: 4,Unchecked: 0,N/A
,,,,,
Qoverweight,{Being overweight} Other Ailments/Conditions,,,,
2935,2935,F1.0,Checked: 1,Unchecked: 0,I suffer from this
2936,2936,F1.0,Checked: 2,Unchecked: 0,Another member of my household suffers from this
2937,2937,F1.0,Checked: 3,Unchecked: 0,I am a caregiver to someone with this
2938,2938,F1.0,Checked: 4,Unchecked: 0,N/A
,,,,,
Qdental,{Dental problems} Other Ailments/Conditions,,,,
2939,2939,F1.0,Checked: 1,Unchecked: 0,I suffer from this
2940,2940,F1.0,Checked: 2,Unchecked: 0,Another member of my household suffers from this
2941,2941,F1.0,Checked: 3,Unchecked: 0,I am a caregiver to someone with this
2942,2942,F1.0,Checked: 4,Unchecked: 0,N/A
,,,,,
Qhsdd,{Hypoactive Sexual Desire Disorder (HSDD)} Other Ailments/Conditions,,,,
2943,2943,F1.0,Checked: 1,Unchecked: 0,I suffer from this
2944,2944,F1.0,Checked: 2,Unchecked: 0,Another member of my household suffers from this
2945,2945,F1.0,Checked: 3,Unchecked: 0,I am a caregiver to someone with this
2946,2946,F1.0,Checked: 4,Unchecked: 0,N/A
,,,,,
Qnail,{Nail Fungus} Other Ailments/Conditions,,,,
2947,2947,F1.0,Checked: 1,Unchecked: 0,I suffer from this
2948,2948,F1.0,Checked: 2,Unchecked: 0,Another member of my household suffers from this
2949,2949,F1.0,Checked: 3,Unchecked: 0,I am a caregiver to someone with this
2950,2950,F1.0,Checked: 4,Unchecked: 0,N/A
,,,,,
Qobesity,{Obesity} Other Ailments/Conditions,,,,
2951,2951,F1.0,Checked: 1,Unchecked: 0,I suffer from this
2952,2952,F1.0,Checked: 2,Unchecked: 0,Another member of my household suffers from this
2953,2953,F1.0,Checked: 3,Unchecked: 0,I am a caregiver to someone with this
2954,2954,F1.0,Checked: 4,Unchecked: 0,N/A
,,,,,
Qorgan,{Organ Transplant} Other Ailments/Conditions,,,,
2955,2955,F1.0,Checked: 1,Unchecked: 0,I suffer from this
2956,2956,F1.0,Checked: 2,Unchecked: 0,Another member of my household suffers from this
2957,2957,F1.0,Checked: 3,Unchecked: 0,I am a caregiver to someone with this
2958,2958,F1.0,Checked: 4,Unchecked: 0,N/A
,,,,,
Qrls,{Restless Leg Syndrome} Other Ailments/Conditions,,,,
2959,2959,F1.0,Checked: 1,Unchecked: 0,I suffer from this
2960,2960,F1.0,Checked: 2,Unchecked: 0,Another member of my household suffers from this
2961,2961,F1.0,Checked: 3,Unchecked: 0,I am a caregiver to someone with this
2962,2962,F1.0,Checked: 4,Unchecked: 0,N/A
,,,,,
Qseizure,{Seizures} Other Ailments/Conditions,,,,
2963,2963,F1.0,Checked: 1,Unchecked: 0,I suffer from this
2964,2964,F1.0,Checked: 2,Unchecked: 0,Another member of my household suffers from this
2965,2965,F1.0,Checked: 3,Unchecked: 0,I am a caregiver to someone with this
2966,2966,F1.0,Checked: 4,Unchecked: 0,N/A
,,,,,
Qdrymouth,{Sj&ouml;gren's Syndrome (Dry Mouth)} Other Ailments/Conditions,,,,
2967,2967,F1.0,Checked: 1,Unchecked: 0,I suffer from this
2968,2968,F1.0,Checked: 2,Unchecked: 0,Another member of my household suffers from this
2969,2969,F1.0,Checked: 3,Unchecked: 0,I am a caregiver to someone with this
2970,2970,F1.0,Checked: 4,Unchecked: 0,N/A
,,,,,
Qstroke,{Stroke} Other Ailments/Conditions,,,,
2971,2971,F1.0,Checked: 1,Unchecked: 0,I suffer from this
2972,2972,F1.0,Checked: 2,Unchecked: 0,Another member of my household suffers from this
2973,2973,F1.0,Checked: 3,Unchecked: 0,I am a caregiver to someone with this
2974,2974,F1.0,Checked: 4,Unchecked: 0,N/A
,,,,,
Qyeast,{Yeast Infections} Other Ailments/Conditions,,,,
2975,2975,F1.0,Checked: 1,Unchecked: 0,I suffer from this
2976,2976,F1.0,Checked: 2,Unchecked: 0,Another member of my household suffers from this
2977,2977,F1.0,Checked: 3,Unchecked: 0,I am a caregiver to someone with this
2978,2978,F1.0,Checked: 4,Unchecked: 0,N/A
